gpu_type,model_size,batch_size,learning_rate,seq_length,run_id,training_time_hrs,energy_kwh,efficiency_tok_per_watt
A100,405B,8192,5e-05,512,1,44.5034,16.8615,874.3741
A100,405B,8192,5e-05,512,2,45.2964,18.1885,825.0284
A100,405B,8192,5e-05,512,3,48.8656,18.9011,856.4792
A100,405B,8192,5e-05,1024,1,61.4212,25.8939,555.6573
A100,405B,8192,5e-05,1024,2,65.4158,25.6198,598.127
A100,405B,8192,5e-05,1024,3,62.4294,24.9733,585.5992
A100,405B,8192,5e-05,2048,1,88.5417,34.6743,422.9716
A100,405B,8192,5e-05,2048,2,86.9209,33.1015,434.9586
A100,405B,8192,5e-05,2048,3,87.9007,35.635,408.5898
A100,405B,8192,5e-05,4096,1,122.0721,46.463,307.727
A100,405B,8192,5e-05,4096,2,129.5792,52.3985,289.6496
A100,405B,8192,5e-05,4096,3,118.9939,47.1969,295.303
A100,405B,8192,0.0001,512,1,38.7786,15.0343,854.4983
A100,405B,8192,0.0001,512,2,40.797,16.9202,798.775
A100,405B,8192,0.0001,512,3,40.5838,16.5453,812.6047
A100,405B,8192,0.0001,1024,1,57.6941,23.2493,581.3102
A100,405B,8192,0.0001,1024,2,58.8708,24.1651,570.687
A100,405B,8192,0.0001,1024,3,57.7045,21.9929,614.63
A100,405B,8192,0.0001,2048,1,78.0549,30.7238,420.8207
A100,405B,8192,0.0001,2048,2,78.612,31.8318,409.0718
A100,405B,8192,0.0001,2048,3,81.8959,35.092,386.5676
A100,405B,8192,0.0001,4096,1,108.277,43.5754,291.0392
A100,405B,8192,0.0001,4096,2,111.8923,44.0944,297.2166
A100,405B,8192,0.0001,4096,3,119.4184,44.435,314.7763
A100,405B,8192,0.0005,512,1,48.6181,20.5574,783.485
A100,405B,8192,0.0005,512,2,46.9598,18.9303,821.8066
A100,405B,8192,0.0005,512,3,50.5115,20.1052,832.3057
A100,405B,8192,0.0005,1024,1,65.9779,24.5894,628.5465
A100,405B,8192,0.0005,1024,2,70.1296,27.9566,587.6293
A100,405B,8192,0.0005,1024,3,64.5111,25.9024,583.4185
A100,405B,8192,0.0005,2048,1,93.2938,36.7259,420.7764
A100,405B,8192,0.0005,2048,2,99.0115,38.0144,431.4285
A100,405B,8192,0.0005,2048,3,101.1306,38.756,432.2296
A100,405B,8192,0.0005,4096,1,131.4003,55.5922,276.8463
A100,405B,8192,0.0005,4096,2,143.5641,57.5938,291.9622
A100,405B,8192,0.0005,4096,3,129.5124,50.9824,297.5416
H100,7B,256,1e-05,512,1,1.112,0.6721,1037.0643
H100,7B,256,1e-05,512,2,1.1029,0.6652,1039.1929
H100,7B,256,1e-05,512,3,1.0961,0.6331,1085.1757
H100,7B,256,1e-05,1024,1,1.5264,0.988,684.7232
H100,7B,256,1e-05,1024,2,1.4596,0.9143,707.5346
H100,7B,256,1e-05,1024,3,1.5026,0.9498,701.1688
H100,7B,256,1e-05,2048,1,2.1728,1.503,453.0727
H100,7B,256,1e-05,2048,2,2.272,1.4456,492.5371
H100,7B,256,1e-05,2048,3,2.2902,1.4817,484.4112
H100,7B,256,1e-05,4096,1,3.0433,2.1504,313.6273
H100,7B,256,1e-05,4096,2,3.0566,2.197,308.3214
H100,7B,256,1e-05,4096,3,3.0123,2.0695,322.5696
H100,7B,256,5e-05,512,1,0.8926,0.5298,1056.1538
H100,7B,256,5e-05,512,2,0.9737,0.5989,1019.0092
H100,7B,256,5e-05,512,3,1.0018,0.646,972.1004
H100,7B,256,5e-05,1024,1,1.238,0.7816,702.028
H100,7B,256,5e-05,1024,2,1.2285,0.7559,720.3147
H100,7B,256,5e-05,1024,3,1.2641,0.7711,726.5535
H100,7B,256,5e-05,2048,1,1.7488,1.1533,475.2107
H100,7B,256,5e-05,2048,2,1.7336,1.1773,461.4946
H100,7B,256,5e-05,2048,3,1.7612,1.2649,436.3731
H100,7B,256,5e-05,4096,1,2.5516,1.7899,315.8975
H100,7B,256,5e-05,4096,2,2.4414,1.7964,301.1655
H100,7B,256,5e-05,4096,3,2.7566,1.9468,313.785
H100,7B,256,0.0001,512,1,0.8267,0.5022,1031.7113
H100,7B,256,0.0001,512,2,0.8366,0.5273,994.598
H100,7B,256,0.0001,512,3,0.9222,0.5583,1035.2676
H100,7B,256,0.0001,1024,1,1.1008,0.673,724.8974
H100,7B,256,0.0001,1024,2,1.2966,0.8466,678.8115
H100,7B,256,0.0001,1024,3,1.323,0.7937,738.7963
H100,7B,256,0.0001,2048,1,1.7994,1.2282,459.165
H100,7B,256,0.0001,2048,2,1.6257,1.0765,473.266
H100,7B,256,0.0001,2048,3,1.797,1.1795,477.4618
H100,7B,256,0.0001,4096,1,2.2748,1.5768,319.7038
H100,7B,256,0.0001,4096,2,2.4659,1.7185,317.9926
H100,7B,256,0.0001,4096,3,2.4363,1.6828,320.8441
H100,7B,256,0.0005,512,1,1.0138,0.6202,1024.6311
H100,7B,256,0.0005,512,2,1.0004,0.5965,1051.1498
H100,7B,256,0.0005,512,3,1.0205,0.5806,1101.7211
H100,7B,256,0.0005,1024,1,1.4709,0.9266,703.523
H100,7B,256,0.0005,1024,2,1.4395,0.933,683.8025
H100,7B,256,0.0005,1024,3,1.2963,0.7683,747.7916
H100,7B,256,0.0005,2048,1,2.0595,1.3638,473.2548
H100,7B,256,0.0005,2048,2,2.0489,1.3383,479.8057
H100,7B,256,0.0005,2048,3,2.0991,1.4293,460.2756
H100,7B,256,0.0005,4096,1,2.9427,2.0438,319.0767
H100,7B,256,0.0005,4096,2,2.5704,1.8408,309.439
H100,7B,256,0.0005,4096,3,3.0487,2.1754,310.5745
H100,7B,512,1e-05,512,1,0.5876,0.3793,1750.2734
H100,7B,512,1e-05,512,2,0.6411,0.4246,1705.8786
H100,7B,512,1e-05,512,3,0.5877,0.3693,1797.8672
H100,7B,512,1e-05,1024,1,0.9017,0.5953,1210.2012
H100,7B,512,1e-05,1024,2,0.8207,0.5476,1197.3918
H100,7B,512,1e-05,1024,3,0.8944,0.591,1209.0948
H100,7B,512,1e-05,2048,1,1.2428,0.8526,823.4829
H100,7B,512,1e-05,2048,2,1.3202,0.8881,839.7833
H100,7B,512,1e-05,2048,3,1.1932,0.8252,816.8225
H100,7B,512,1e-05,4096,1,1.8149,1.2134,597.475
H100,7B,512,1e-05,4096,2,1.6246,1.0677,607.7911
H100,7B,512,1e-05,4096,3,1.7414,1.1781,590.4447
H100,7B,512,5e-05,512,1,0.5022,0.324,1750.9127
H100,7B,512,5e-05,512,2,0.4956,0.3158,1773.3488
H100,7B,512,5e-05,512,3,0.5044,0.3256,1750.3599
H100,7B,512,5e-05,1024,1,0.7413,0.4784,1237.9836
H100,7B,512,5e-05,1024,2,0.718,0.488,1175.4786
H100,7B,512,5e-05,1024,3,0.7384,0.4662,1265.3133
H100,7B,512,5e-05,2048,1,1.0576,0.7074,844.5726
H100,7B,512,5e-05,2048,2,1.0964,0.7813,792.7365
H100,7B,512,5e-05,2048,3,1.0389,0.7216,813.2556
H100,7B,512,5e-05,4096,1,1.4331,1.0236,559.2518
H100,7B,512,5e-05,4096,2,1.4214,1.002,566.6313
H100,7B,512,5e-05,4096,3,1.5114,1.0401,580.4182
H100,7B,512,0.0001,512,1,0.4766,0.2907,1852.0125
H100,7B,512,0.0001,512,2,0.4656,0.2784,1889.2839
H100,7B,512,0.0001,512,3,0.5097,0.34,1693.7383
H100,7B,512,0.0001,1024,1,0.745,0.467,1274.4567
H100,7B,512,0.0001,1024,2,0.7206,0.4951,1162.6818
H100,7B,512,0.0001,1024,3,0.6795,0.4492,1208.6072
H100,7B,512,0.0001,2048,1,0.8847,0.6166,810.6051
H100,7B,512,0.0001,2048,2,0.9312,0.6476,812.2272
H100,7B,512,0.0001,2048,3,0.9067,0.6371,803.998
H100,7B,512,0.0001,4096,1,1.4621,0.9994,584.3656
H100,7B,512,0.0001,4096,2,1.3118,0.8588,610.0972
H100,7B,512,0.0001,4096,3,1.3723,0.9438,580.7689
H100,7B,512,0.0005,512,1,0.5199,0.3334,1761.7105
H100,7B,512,0.0005,512,2,0.5509,0.3373,1845.2016
H100,7B,512,0.0005,512,3,0.5479,0.3578,1730.0508
H100,7B,512,0.0005,1024,1,0.821,0.5389,1217.0329
H100,7B,512,0.0005,1024,2,0.8217,0.5226,1256.0297
H100,7B,512,0.0005,1024,3,0.7983,0.5284,1206.9512
H100,7B,512,0.0005,2048,1,1.1007,0.7709,806.555
H100,7B,512,0.0005,2048,2,1.0832,0.7603,804.7828
H100,7B,512,0.0005,2048,3,1.1582,0.7307,895.4574
H100,7B,512,0.0005,4096,1,1.6889,1.0741,628.0585
H100,7B,512,0.0005,4096,2,1.5449,1.1147,553.6065
H100,7B,512,0.0005,4096,3,1.5687,1.0498,596.8903
H100,7B,1024,1e-05,512,1,0.3224,0.2239,2932.4028
H100,7B,1024,1e-05,512,2,0.3082,0.2147,2923.7163
H100,7B,1024,1e-05,512,3,0.3401,0.2209,3134.8824
H100,7B,1024,1e-05,1024,1,0.4682,0.3177,2121.8962
H100,7B,1024,1e-05,1024,2,0.5031,0.3599,2012.9134
H100,7B,1024,1e-05,1024,3,0.4408,0.3048,2082.3555
H100,7B,1024,1e-05,2048,1,0.6526,0.4745,1400.2813
H100,7B,1024,1e-05,2048,2,0.636,0.4666,1387.8278
H100,7B,1024,1e-05,2048,3,0.6809,0.46,1507.1562
H100,7B,1024,1e-05,4096,1,0.9318,0.6366,1053.9166
H100,7B,1024,1e-05,4096,2,0.903,0.6339,1025.6536
H100,7B,1024,1e-05,4096,3,0.9053,0.5923,1100.5602
H100,7B,1024,5e-05,512,1,0.2787,0.1776,3195.5768
H100,7B,1024,5e-05,512,2,0.2734,0.1792,3107.4928
H100,7B,1024,5e-05,512,3,0.2717,0.194,2851.5655
H100,7B,1024,5e-05,1024,1,0.4029,0.2841,2042.1106
H100,7B,1024,5e-05,1024,2,0.3661,0.2512,2098.3094
H100,7B,1024,5e-05,1024,3,0.4061,0.2755,2122.3759
H100,7B,1024,5e-05,2048,1,0.5939,0.4008,1509.0682
H100,7B,1024,5e-05,2048,2,0.56,0.3851,1480.6518
H100,7B,1024,5e-05,2048,3,0.5728,0.3933,1483.1173
H100,7B,1024,5e-05,4096,1,0.7926,0.5509,1035.9097
H100,7B,1024,5e-05,4096,2,0.774,0.5497,1013.8175
H100,7B,1024,5e-05,4096,3,0.813,0.5676,1031.3131
H100,7B,1024,0.0001,512,1,0.2669,0.1841,2952.1952
H100,7B,1024,0.0001,512,2,0.2696,0.18,3050.8121
H100,7B,1024,0.0001,512,3,0.2742,0.1942,2876.3429
H100,7B,1024,0.0001,1024,1,0.3599,0.2578,2010.7042
H100,7B,1024,0.0001,1024,2,0.3493,0.2461,2043.8208
H100,7B,1024,0.0001,1024,3,0.4162,0.2956,2027.4208
H100,7B,1024,0.0001,2048,1,0.5503,0.3787,1479.4951
H100,7B,1024,0.0001,2048,2,0.5465,0.3796,1465.7031
H100,7B,1024,0.0001,2048,3,0.5242,0.3637,1467.3804
H100,7B,1024,0.0001,4096,1,0.7793,0.5329,1052.8033
H100,7B,1024,0.0001,4096,2,0.7405,0.4972,1072.3303
H100,7B,1024,0.0001,4096,3,0.7867,0.5597,1012.0152
H100,7B,1024,0.0005,512,1,0.3163,0.2193,2937.6809
H100,7B,1024,0.0005,512,2,0.314,0.2141,2987.6066
H100,7B,1024,0.0005,512,3,0.3174,0.2133,3031.0658
H100,7B,1024,0.0005,1024,1,0.4304,0.3213,1929.0092
H100,7B,1024,0.0005,1024,2,0.4322,0.2965,2099.0747
H100,7B,1024,0.0005,1024,3,0.4518,0.3186,2041.7164
H100,7B,1024,0.0005,2048,1,0.5814,0.4207,1407.2239
H100,7B,1024,0.0005,2048,2,0.6224,0.4211,1504.7706
H100,7B,1024,0.0005,2048,3,0.6625,0.4724,1427.8191
H100,7B,1024,0.0005,4096,1,0.8284,0.6108,976.5084
H100,7B,1024,0.0005,4096,2,0.9135,0.6392,1028.8861
H100,7B,1024,0.0005,4096,3,0.9546,0.6714,1023.6793
H100,7B,2048,1e-05,512,1,0.1889,0.1296,5349.8824
H100,7B,2048,1e-05,512,2,0.1947,0.1382,5169.9857
H100,7B,2048,1e-05,512,3,0.1893,0.1294,5371.2019
H100,7B,2048,1e-05,1024,1,0.2693,0.1881,3715.7826
H100,7B,2048,1e-05,1024,2,0.2497,0.1671,3879.2895
H100,7B,2048,1e-05,1024,3,0.2751,0.1775,4021.9412
H100,7B,2048,1e-05,2048,1,0.3823,0.2637,2660.1058
H100,7B,2048,1e-05,2048,2,0.4031,0.278,2661.3521
H100,7B,2048,1e-05,2048,3,0.3908,0.2703,2653.5502
H100,7B,2048,1e-05,4096,1,0.5381,0.385,1813.9044
H100,7B,2048,1e-05,4096,2,0.5227,0.3768,1800.1816
H100,7B,2048,1e-05,4096,3,0.5085,0.3591,1837.7592
H100,7B,2048,5e-05,512,1,0.1649,0.1177,5142.0875
H100,7B,2048,5e-05,512,2,0.1727,0.1181,5366.8239
H100,7B,2048,5e-05,512,3,0.1467,0.0996,5405.1423
H100,7B,2048,5e-05,1024,1,0.2302,0.1636,3653.4281
H100,7B,2048,5e-05,1024,2,0.224,0.1515,3837.2747
H100,7B,2048,5e-05,1024,3,0.2314,0.156,3849.4345
H100,7B,2048,5e-05,2048,1,0.3335,0.2534,2414.9373
H100,7B,2048,5e-05,2048,2,0.321,0.2286,2576.8754
H100,7B,2048,5e-05,2048,3,0.3074,0.2035,2772.5188
H100,7B,2048,5e-05,4096,1,0.4323,0.2927,1916.8484
H100,7B,2048,5e-05,4096,2,0.4135,0.3044,1762.91
H100,7B,2048,5e-05,4096,3,0.4518,0.3199,1833.1206
H100,7B,2048,0.0001,512,1,0.149,0.1038,5271.244
H100,7B,2048,0.0001,512,2,0.1586,0.1109,5248.9987
H100,7B,2048,0.0001,512,3,0.1554,0.1081,5274.9238
H100,7B,2048,0.0001,1024,1,0.2104,0.141,3871.4039
H100,7B,2048,0.0001,1024,2,0.1929,0.134,3737.3282
H100,7B,2048,0.0001,1024,3,0.2146,0.1445,3856.8128
H100,7B,2048,0.0001,2048,1,0.3022,0.2119,2617.732
H100,7B,2048,0.0001,2048,2,0.2701,0.1839,2695.9677
H100,7B,2048,0.0001,2048,3,0.3089,0.2187,2591.8573
H100,7B,2048,0.0001,4096,1,0.4034,0.2837,1845.2298
H100,7B,2048,0.0001,4096,2,0.45,0.3223,1811.7647
H100,7B,2048,0.0001,4096,3,0.426,0.294,1880.4004
H100,7B,2048,0.0005,512,1,0.168,0.1193,5171.3291
H100,7B,2048,0.0005,512,2,0.1752,0.1249,5146.7255
H100,7B,2048,0.0005,512,3,0.1746,0.1252,5118.1889
H100,7B,2048,0.0005,1024,1,0.2465,0.1766,3622.7207
H100,7B,2048,0.0005,1024,2,0.256,0.1749,3799.711
H100,7B,2048,0.0005,1024,3,0.2231,0.1634,3543.9023
H100,7B,2048,0.0005,2048,1,0.3514,0.2333,2764.1249
H100,7B,2048,0.0005,2048,2,0.3345,0.2396,2562.6128
H100,7B,2048,0.0005,2048,3,0.3421,0.2358,2662.8597
H100,7B,2048,0.0005,4096,1,0.525,0.3559,1914.1406
H100,7B,2048,0.0005,4096,2,0.471,0.3318,1842.3177
H100,7B,2048,0.0005,4096,3,0.5002,0.3553,1826.7994
H100,7B,4096,1e-05,512,1,0.1097,0.0773,9396.1701
H100,7B,4096,1e-05,512,2,0.1075,0.0747,9526.225
H100,7B,4096,1e-05,512,3,0.1053,0.0739,9421.7517
H100,7B,4096,1e-05,1024,1,0.15,0.1075,6532.2834
H100,7B,4096,1e-05,1024,2,0.1526,0.1069,6674.8226
H100,7B,4096,1e-05,1024,3,0.1424,0.0999,6670.1356
H100,7B,4096,1e-05,2048,1,0.2096,0.1476,4698.8413
H100,7B,4096,1e-05,2048,2,0.2331,0.1606,4801.5204
H100,7B,4096,1e-05,2048,3,0.2143,0.1549,4579.2893
H100,7B,4096,1e-05,4096,1,0.2983,0.2235,3122.8185
H100,7B,4096,1e-05,4096,2,0.2913,0.2059,3309.6597
H100,7B,4096,1e-05,4096,3,0.285,0.1974,3377.4562
H100,7B,4096,5e-05,512,1,0.0885,0.0635,9218.1068
H100,7B,4096,5e-05,512,2,0.0888,0.0645,9108.1021
H100,7B,4096,5e-05,512,3,0.087,0.0603,9547.2857
H100,7B,4096,5e-05,1024,1,0.1404,0.0994,6605.5521
H100,7B,4096,5e-05,1024,2,0.1192,0.0817,6825.845
H100,7B,4096,5e-05,1024,3,0.1178,0.0848,6501.0173
H100,7B,4096,5e-05,2048,1,0.1717,0.1206,4708.0842
H100,7B,4096,5e-05,2048,2,0.1743,0.1247,4624.5877
H100,7B,4096,5e-05,2048,3,0.1675,0.1134,4883.6549
H100,7B,4096,5e-05,4096,1,0.2501,0.1782,3282.6561
H100,7B,4096,5e-05,4096,2,0.2514,0.1717,3425.01
H100,7B,4096,5e-05,4096,3,0.2557,0.175,3418.1165
H100,7B,4096,0.0001,512,1,0.0818,0.0556,9727.6191
H100,7B,4096,0.0001,512,2,0.0894,0.0638,9275.8802
H100,7B,4096,0.0001,512,3,0.0865,0.0628,9111.2373
H100,7B,4096,0.0001,1024,1,0.1354,0.0899,7044.9176
H100,7B,4096,0.0001,1024,2,0.1144,0.0786,6809.5532
H100,7B,4096,0.0001,1024,3,0.1137,0.077,6906.9616
H100,7B,4096,0.0001,2048,1,0.1654,0.1116,4905.1001
H100,7B,4096,0.0001,2048,2,0.1707,0.1197,4718.7547
H100,7B,4096,0.0001,2048,3,0.172,0.1222,4655.1664
H100,7B,4096,0.0001,4096,1,0.2446,0.1693,3379.6987
H100,7B,4096,0.0001,4096,2,0.2627,0.1852,3318.4996
H100,7B,4096,0.0001,4096,3,0.2154,0.1462,3445.4474
H100,7B,4096,0.0005,512,1,0.0879,0.0615,9447.2335
H100,7B,4096,0.0005,512,2,0.0956,0.066,9586.8685
H100,7B,4096,0.0005,512,3,0.1059,0.0754,9298.9968
H100,7B,4096,0.0005,1024,1,0.141,0.096,6875.7312
H100,7B,4096,0.0005,1024,2,0.1293,0.0906,6676.3051
H100,7B,4096,0.0005,1024,3,0.1373,0.0907,7077.837
H100,7B,4096,0.0005,2048,1,0.1907,0.1336,4724.0789
H100,7B,4096,0.0005,2048,2,0.1904,0.13,4844.282
H100,7B,4096,0.0005,2048,3,0.1873,0.1304,4751.2825
H100,7B,4096,0.0005,4096,1,0.2734,0.1949,3282.2855
H100,7B,4096,0.0005,4096,2,0.2869,0.1991,3371.6112
H100,7B,4096,0.0005,4096,3,0.266,0.1886,3298.5298
H100,7B,8192,1e-05,512,1,0.06,0.0415,17262.3625
H100,7B,8192,1e-05,512,2,0.0605,0.0436,16551.1061
H100,7B,8192,1e-05,512,3,0.062,0.0457,16174.5942
H100,7B,8192,1e-05,1024,1,0.0788,0.0552,12042.3127
H100,7B,8192,1e-05,1024,2,0.0824,0.0575,12082.8841
H100,7B,8192,1e-05,1024,3,0.0797,0.0533,12609.2902
H100,7B,8192,1e-05,2048,1,0.117,0.08,8719.7474
H100,7B,8192,1e-05,2048,2,0.117,0.0799,8726.6311
H100,7B,8192,1e-05,2048,3,0.1101,0.0776,8459.2914
H100,7B,8192,1e-05,4096,1,0.1659,0.1182,5920.773
H100,7B,8192,1e-05,4096,2,0.1827,0.1289,5973.9713
H100,7B,8192,1e-05,4096,3,0.1687,0.1143,6224.8981
H100,7B,8192,5e-05,512,1,0.0454,0.0333,16265.1538
H100,7B,8192,5e-05,512,2,0.0463,0.0314,17588.34
H100,7B,8192,5e-05,512,3,0.0484,0.0338,17083.7274
H100,7B,8192,5e-05,1024,1,0.0655,0.0454,12158.5749
H100,7B,8192,5e-05,1024,2,0.0728,0.0497,12345.8541
H100,7B,8192,5e-05,1024,3,0.0638,0.0459,11716.0301
H100,7B,8192,5e-05,2048,1,0.0994,0.0683,8680.3408
H100,7B,8192,5e-05,2048,2,0.0893,0.0611,8713.3973
H100,7B,8192,5e-05,2048,3,0.0967,0.0701,8230.9149
H100,7B,8192,5e-05,4096,1,0.1301,0.0908,6038.9793
H100,7B,8192,5e-05,4096,2,0.1418,0.0922,6487.0919
H100,7B,8192,5e-05,4096,3,0.1443,0.0974,6245.2063
H100,7B,8192,0.0001,512,1,0.0474,0.0334,16912.343
H100,7B,8192,0.0001,512,2,0.0491,0.0349,16760.4899
H100,7B,8192,0.0001,512,3,0.041,0.0281,17448.2945
H100,7B,8192,0.0001,1024,1,0.0663,0.0462,12118.218
H100,7B,8192,0.0001,1024,2,0.0675,0.0483,11768.6406
H100,7B,8192,0.0001,1024,3,0.0679,0.0472,12125.278
H100,7B,8192,0.0001,2048,1,0.0846,0.0584,8636.7679
H100,7B,8192,0.0001,2048,2,0.0951,0.0644,8806.8537
H100,7B,8192,0.0001,2048,3,0.0961,0.0691,8292.7588
H100,7B,8192,0.0001,4096,1,0.1326,0.0843,6633.3617
H100,7B,8192,0.0001,4096,2,0.1233,0.0912,5701.0681
H100,7B,8192,0.0001,4096,3,0.1282,0.0844,6404.9149
H100,7B,8192,0.0005,512,1,0.0567,0.0397,17030.6791
H100,7B,8192,0.0005,512,2,0.0563,0.0398,16897.1087
H100,7B,8192,0.0005,512,3,0.0546,0.0386,16853.9585
H100,7B,8192,0.0005,1024,1,0.0781,0.0584,11276.8654
H100,7B,8192,0.0005,1024,2,0.0792,0.0528,12646.9268
H100,7B,8192,0.0005,1024,3,0.0772,0.0559,11648.4396
H100,7B,8192,0.0005,2048,1,0.1132,0.0782,8629.189
H100,7B,8192,0.0005,2048,2,0.113,0.0813,8288.0754
H100,7B,8192,0.0005,2048,3,0.1205,0.0825,8714.8356
H100,7B,8192,0.0005,4096,1,0.1472,0.1021,6079.4984
H100,7B,8192,0.0005,4096,2,0.1473,0.1004,6188.9147
H100,7B,8192,0.0005,4096,3,0.1301,0.0899,6103.2594
H100,70B,256,1e-05,512,1,28.2097,16.7786,210.765
H100,70B,256,1e-05,512,2,30.3785,18.3473,207.5631
H100,70B,256,1e-05,512,3,29.4861,17.9408,206.0305
H100,70B,256,1e-05,1024,1,40.7897,25.9128,139.5333
H100,70B,256,1e-05,1024,2,41.852,26.411,140.4665
H100,70B,256,1e-05,1024,3,40.1428,25.5679,139.1727
H100,70B,256,1e-05,2048,1,54.5978,36.6028,93.4948
H100,70B,256,1e-05,2048,2,61.5852,40.4607,95.4047
H100,70B,256,1e-05,2048,3,56.5582,38.8754,91.1898
H100,70B,256,1e-05,4096,1,82.8087,57.9865,63.2938
H100,70B,256,1e-05,4096,2,69.0062,49.0531,62.3495
H100,70B,256,1e-05,4096,3,69.6483,50.9038,60.6418
H100,70B,256,5e-05,512,1,23.269,14.4691,201.6003
H100,70B,256,5e-05,512,2,22.0327,12.682,217.79
H100,70B,256,5e-05,512,3,23.3743,14.0972,207.8559
H100,70B,256,5e-05,1024,1,31.8289,20.1031,140.3458
H100,70B,256,5e-05,1024,2,37.146,23.9879,137.2657
H100,70B,256,5e-05,1024,3,34.3431,22.184,137.2279
H100,70B,256,5e-05,2048,1,49.5606,32.6398,95.1734
H100,70B,256,5e-05,2048,2,41.4059,27.2705,95.1692
H100,70B,256,5e-05,2048,3,48.0199,30.8811,97.4664
H100,70B,256,5e-05,4096,1,64.6862,44.3406,64.6578
H100,70B,256,5e-05,4096,2,70.1629,50.2183,61.9237
H100,70B,256,5e-05,4096,3,67.3877,48.051,62.1569
H100,70B,256,0.0001,512,1,22.1173,13.4317,206.4229
H100,70B,256,0.0001,512,2,20.8454,11.7592,222.2227
H100,70B,256,0.0001,512,3,22.3248,13.6088,205.6475
H100,70B,256,0.0001,1024,1,33.2316,21.9228,134.3681
H100,70B,256,0.0001,1024,2,33.7968,20.6545,145.045
H100,70B,256,0.0001,1024,3,30.785,19.674,138.7035
H100,70B,256,0.0001,2048,1,49.9274,34.5383,90.6075
H100,70B,256,0.0001,2048,2,46.7975,30.6362,95.7446
H100,70B,256,0.0001,2048,3,42.36,28.7216,92.4429
H100,70B,256,0.0001,4096,1,59.2247,41.1607,63.7722
H100,70B,256,0.0001,4096,2,62.3141,45.7044,60.4283
H100,70B,256,0.0001,4096,3,61.5623,39.9401,68.3151
H100,70B,256,0.0005,512,1,26.0363,15.3889,212.0941
H100,70B,256,0.0005,512,2,25.4499,15.3245,208.1879
H100,70B,256,0.0005,512,3,25.0482,15.4805,202.837
H100,70B,256,0.0005,1024,1,33.1623,20.5682,142.919
H100,70B,256,0.0005,1024,2,37.1433,22.9692,143.343
H100,70B,256,0.0005,1024,3,33.026,21.2237,137.9357
H100,70B,256,0.0005,2048,1,53.6436,35.4834,94.7587
H100,70B,256,0.0005,2048,2,45.8117,30.9865,92.6681
H100,70B,256,0.0005,2048,3,46.576,31.1359,93.7621
H100,70B,256,0.0005,4096,1,68.6426,46.3779,65.5985
H100,70B,256,0.0005,4096,2,70.2428,48.8996,63.6661
H100,70B,256,0.0005,4096,3,69.5163,49.5208,62.2172
H100,70B,512,1e-05,512,1,15.0238,9.7852,346.9289
H100,70B,512,1e-05,512,2,15.5826,9.6529,364.7639
H100,70B,512,1e-05,512,3,14.7012,8.8419,375.6995
H100,70B,512,1e-05,1024,1,22.0474,14.3746,245.064
H100,70B,512,1e-05,1024,2,19.154,12.4195,246.4174
H100,70B,512,1e-05,1024,3,20.7525,14.3223,231.5134
H100,70B,512,1e-05,2048,1,28.1165,18.5979,170.804
H100,70B,512,1e-05,2048,2,32.4387,23.3395,157.0269
H100,70B,512,1e-05,2048,3,29.5883,20.0681,166.5771
H100,70B,512,1e-05,4096,1,44.8023,29.1721,122.6927
H100,70B,512,1e-05,4096,2,39.4184,27.3605,115.0965
H100,70B,512,1e-05,4096,3,46.8312,32.3533,115.6388
H100,70B,512,5e-05,512,1,12.8654,8.417,345.3829
H100,70B,512,5e-05,512,2,14.1493,8.7975,363.4198
H100,70B,512,5e-05,512,3,12.79,8.5347,338.621
H100,70B,512,5e-05,1024,1,16.7253,11.3616,235.2063
H100,70B,512,5e-05,1024,2,17.1814,11.3572,241.714
H100,70B,512,5e-05,1024,3,17.8835,11.4464,249.6316
H100,70B,512,5e-05,2048,1,24.3432,16.9693,162.0743
H100,70B,512,5e-05,2048,2,26.876,18.5085,164.0569
H100,70B,512,5e-05,2048,3,25.6914,18.0662,160.6653
H100,70B,512,5e-05,4096,1,34.4472,24.6482,111.6496
H100,70B,512,5e-05,4096,2,37.6894,28.4433,105.8587
H100,70B,512,5e-05,4096,3,35.5253,24.526,115.7174
H100,70B,512,0.0001,512,1,12.7659,8.2756,348.5653
H100,70B,512,0.0001,512,2,11.9643,7.4784,361.503
H100,70B,512,0.0001,512,3,12.6258,7.7902,366.223
H100,70B,512,0.0001,1024,1,17.0284,11.2518,241.8072
H100,70B,512,0.0001,1024,2,18.251,11.8091,246.936
H100,70B,512,0.0001,1024,3,15.7837,9.8033,257.2483
H100,70B,512,0.0001,2048,1,23.0382,15.3001,170.1202
H100,70B,512,0.0001,2048,2,24.3964,16.265,169.4625
H100,70B,512,0.0001,2048,3,23.7225,16.0198,167.3036
H100,70B,512,0.0001,4096,1,34.0046,24.7476,109.7719
H100,70B,512,0.0001,4096,2,35.9213,25.1571,114.0719
H100,70B,512,0.0001,4096,3,33.969,23.4692,115.63
H100,70B,512,0.0005,512,1,14.32,9.2192,350.9797
H100,70B,512,0.0005,512,2,13.4498,8.5191,356.7402
H100,70B,512,0.0005,512,3,12.658,8.0597,354.8767
H100,70B,512,0.0005,1024,1,20.6844,13.5164,244.5115
H100,70B,512,0.0005,1024,2,21.7348,13.9445,249.041
H100,70B,512,0.0005,1024,3,20.1417,13.259,242.718
H100,70B,512,0.0005,2048,1,28.037,19.3171,163.9807
H100,70B,512,0.0005,2048,2,28.3292,20.0838,159.3643
